player,season,team,league,pos_,age_,Playing Time_Min,primary_role,secondary_role,primary_role_similarity,secondary_role_similarity,role_confidence,role_ambiguity,primary_role_cluster,secondary_role_cluster,role_similar_player_1,role_similar_player_2,role_similar_player_3,role_similar_player_4,role_similar_player_5
Denis Zakaria,1920,Gladbach,GER-Bundesliga,"MF,DF",22.0,1947,Defensive Anchor,Box-to-Box Engine,35.3,27.2,8.1,91.9,0,3,Xaver Schlager | Wolfsburg | 2021 | 84.6,Walace | Hannover 96 | 1819 | 84.5,Samuele Ricci | Empoli | 2122 | 82.3,Max Meyer | Schalke 04 | 1718 | 81.6,Youssef Aït Bennasser | Caen | 1718 | 80.7
Florian Neuhaus,1920,Gladbach,GER-Bundesliga,MF,22.0,2356,Box-to-Box Engine,Ball Progressor,30.0,26.5,3.5,96.5,3,1,Sandro Tonali | Milan | 2122 | 71.8,Sofyan Amrabat | Hellas Verona | 1920 | 68.2,Ludovic Blas | Guingamp | 1718 | 68.0,Houssem Aouar | Lyon | 1718 | 67.0,Franck Kessié | Milan | 2021 | 65.8
Jonas Hofmann,1920,Gladbach,GER-Bundesliga,"MF,FW",27.0,1633,Ball Progressor,Creative Playmaker,28.2,27.3,0.9,99.1,1,2,,Lukas Rupp | Hoffenheim | 1718 | 78.8,,Nadiem Amiri | Leverkusen | 2223 | 74.4,Alexandru Maxim | Mainz 05 | 1718 | 74.0
Lars Stindl,1920,Gladbach,GER-Bundesliga,"MF,FW",30.0,1432,Creative Playmaker,Ball Progressor,30.3,27.2,3.1,96.9,2,1,Mark Uth | Köln | 1920 | 91.0,Marco Reus | Dortmund | 1920 | 90.0,Mario Pašalić | Atalanta | 2122 | 88.0,Youcef Belaïli | Ajaccio | 2223 | 87.4,Dani Olmo | Barcelona | 2425 | 84.5
Javairô Dilrosun,1920,Hertha BSC,GER-Bundesliga,"MF,FW",21.0,1309,Ball Progressor,Creative Playmaker,31.3,23.8,7.5,92.5,1,2,Matheus Pereira | Nürnberg | 1819 | 83.1,Demarai Gray | Leicester City | 1718 | 80.2,Luca Koleosho | Burnley | 2324 | 77.7,Jacob Murphy | Newcastle Utd | 1718 | 77.6,Moussa Djenepo | Southampton | 1920 | 72.1
Marko Grujić,1920,Hertha BSC,GER-Bundesliga,MF,23.0,2415,Defensive Anchor,Box-to-Box Engine,35.7,24.5,11.2,88.8,0,3,Morten Thorsby | Sampdoria | 2021 | 82.5,Yangel Herrera | Granada | 2021 | 80.7,Uroš Račić | Valencia | 2021 | 79.8,Saúl Ñíguez | Atlético Madrid | 1819 | 78.1,Leander Dendoncker | Wolves | 2021 | 77.8
Per Ciljan Skjelbred,1920,Hertha BSC,GER-Bundesliga,MF,32.0,1628,Defensive Anchor,Box-to-Box Engine,38.9,23.9,15.0,85.0,0,3,Christian Groß | Werder Bremen | 2021 | 91.8,Tomás Pina Isla | Alavés | 1920 | 90.2,Dani García | Athletic Club | 2021 | 88.7,Nicolas Höfler | Freiburg | 2324 | 88.6,Tomás Rincón | Sampdoria | 2122 | 88.4
Vladimír Darida,1920,Hertha BSC,GER-Bundesliga,MF,28.0,2256,Ball Progressor,Box-to-Box Engine,30.2,26.5,3.7,96.3,1,3,Daniel Caligiuri | Augsburg | 2021 | 76.7,Andros Townsend | Crystal Palace | 2021 | 71.1,Adrien Thomasson | Lens | 2425 | 69.6,Jean-Paul Boëtius | Mainz 05 | 2021 | 68.2,Pierre Lees-Melou | Nice | 1718 | 68.2
Christoph Baumgartner,1920,Hoffenheim,GER-Bundesliga,"MF,FW",19.0,1493,Ball Progressor,Creative Playmaker,30.5,25.6,4.9,95.1,1,2,Chadrac Akolo | Stuttgart | 1718 | 87.5,Fermin López | Barcelona | 2324 | 85.2,Dele Alli | Tottenham | 1920 | 82.7,Christian Pulisic | Chelsea | 2122 | 81.4,Kai Havertz | Chelsea | 2021 | 80.4
Dennis Geiger,1920,Hoffenheim,GER-Bundesliga,MF,21.0,1136,Ball Progressor,Box-to-Box Engine,27.3,26.8,0.5,99.5,1,3,Óscar Melendo | Espanyol | 2122 | 76.0,Lee Kang-in | Mallorca | 2122 | 74.0,Antonin Bobichon | Angers | 2021 | 71.7,Manuel Lanzini | West Ham | 1920 | 71.6,Arnaud Lusamba | Nice | 1920 | 70.9
Diadie Samassékou,1920,Hoffenheim,GER-Bundesliga,MF,23.0,1310,Defensive Anchor,Box-to-Box Engine,38.1,23.9,14.2,85.8,0,3,Omar Mascarell | Schalke 04 | 1819 | 90.3,Haris Belkebla | Brest | 1920 | 89.1,Bonke Innocent | Lorient | 2223 | 89.0,Marcel Sobottka | Düsseldorf | 1819 | 88.3,Jerdy Schouten | Bologna | 1920 | 87.9
Florian Grillitsch,1920,Hoffenheim,GER-Bundesliga,"MF,DF",23.0,2408,Box-to-Box Engine,Defensive Anchor,36.3,28.8,7.5,92.5,3,0,Aurélien Tchouaméni | Monaco | 2122 | 88.4,Tiemoué Bakayoko | Milan | 1819 | 86.9,Declan Rice | West Ham | 2122 | 86.8,Harry Winks | Tottenham | 1920 | 86.4,Cheick Doucouré | Lens | 2122 | 85.2
Leonardo Bittencourt,1920,Hoffenheim,GER-Bundesliga,MF,25.0,1889,Ball Progressor,Box-to-Box Engine,26.8,24.9,1.9,98.1,1,3,Gonzalo Melero | Huesca | 1819 | 57.1,Elif Elmas | RB Leipzig | 2425 | 56.7,Christoph Baumgartner | Hoffenheim | 1920 | 55.8,Marco Mancosu | Lecce | 1920 | 52.9,Alexis Mac Allister | Brighton | 2122 | 51.6
Sebastian Rudy,1920,Hoffenheim,GER-Bundesliga,"MF,DF",29.0,2734,Box-to-Box Engine,Ball Progressor,31.0,25.6,5.4,94.6,3,1,João Moutinho | Wolves | 1920 | 86.7,Koke | Atlético Madrid | 1920 | 85.5,Luis Milla | Getafe | 2425 | 85.3,Fayçal Fajr | Caen | 1819 | 81.9,Mark Noble | West Ham | 1920 | 78.3
Vincenzo Grifo,1920,Hoffenheim,GER-Bundesliga,MF,26.0,1618,Ball Progressor,Creative Playmaker,27.9,24.4,3.5,96.5,1,2,,Yann Karamoh | Torino | 2425 | 74.4,,Antonín Barák | Fiorentina | 2223 | 70.4,
Dominick Drexler,1920,Köln,GER-Bundesliga,"MF,FW",29.0,1587,Ball Progressor,Creative Playmaker,28.8,28.4,0.4,99.6,1,2,Darwin Machís | Granada | 2122 | 77.7,Pablo Piatti | Espanyol | 1718 | 72.5,Alexander | Leganés | 1718 | 72.1,Jóhann Berg Guðmundsson | Burnley | 1819 | 71.6,Darko Lazović | Hellas Verona | 2223 | 70.7
Ellyes Skhiri,1920,Köln,GER-Bundesliga,MF,24.0,2672,Defensive Anchor,Box-to-Box Engine,35.6,28.2,7.4,92.6,0,3,Abdoulaye Touré | Nantes | 1718 | 93.6,Morten Hjulmand | Lecce | 2223 | 91.5,Djibril Sow | Eint Frankfurt | 2122 | 90.6,Diadie Samassékou | Hoffenheim | 2021 | 90.3,Wilfred Ndidi | Leicester City | 1819 | 89.9
Jonas Hector,1920,Köln,GER-Bundesliga,"MF,DF",29.0,2433,Defensive Anchor,Box-to-Box Engine,33.6,27.4,6.2,93.8,0,3,Christian Nørgaard | Brentford | 2324 | 88.9,Laurent Abergel | Lorient | 2122 | 83.4,Casemiro | Real Madrid | 2021 | 82.4,Christian Gentner | Union Berlin | 1920 | 82.3,Idrissa Gana Gueye | Everton | 2223 | 81.8
Mark Uth,1920,Köln,GER-Bundesliga,"MF,FW",27.0,1162,Creative Playmaker,Ball Progressor,32.8,26.4,6.4,93.6,2,1,Lars Stindl | Gladbach | 1920 | 91.0,Youcef Belaïli | Ajaccio | 2223 | 90.5,Sofiane Diop | Nice | 2425 | 88.5,Ross Barkley | Nice | 2223 | 87.2,Paulo Dybala | Roma | 2223 | 85.1
Charles Aránguiz,1920,Leverkusen,GER-Bundesliga,MF,30.0,2118,Box-to-Box Engine,Defensive Anchor,33.0,30.3,2.7,97.3,3,0,Gabi | Atlético Madrid | 1718 | 85.6,Johan Gastien | Clermont Foot | 2122 | 80.7,Sergio Busquets | Barcelona | 2122 | 79.3,Kevin Kampl | RB Leipzig | 2122 | 78.7,Danilo Cataldi | Lazio | 2122 | 78.0
Julian Baumgartlinger,1920,Leverkusen,GER-Bundesliga,MF,31.0,1791,Defensive Anchor,Box-to-Box Engine,35.8,26.0,9.8,90.2,0,3,Dani García | Athletic Club | 2223 | 87.1,Sandro | Benevento | 1718 | 85.6,Pathé Ciss | Rayo Vallecano | 2324 | 85.3,Asier Illarramendi | Real Sociedad | 2223 | 84.9,Stefan Ilsanker | Eint Frankfurt | 2021 | 84.2
Kai Havertz,1920,Leverkusen,GER-Bundesliga,"MF,FW",20.0,2454,Creative Playmaker,Ball Progressor,39.6,24.5,15.1,84.9,2,1,Ademola Lookman | Atalanta | 2425 | 90.4,Charles De Ketelaere | Atalanta | 2425 | 90.1,Harvey Barnes | Leicester City | 1920 | 89.4,Dilane Bakwa | Strasbourg | 2425 | 88.2,Teun Koopmeiners | Atalanta | 2324 | 88.0
Kerem Demirbay,1920,Leverkusen,GER-Bundesliga,MF,26.0,1573,Box-to-Box Engine,Creative Playmaker,32.8,23.7,9.1,90.9,3,2,Nicolas Viola | Benevento | 1718 | 90.3,Paul Pogba | Manchester Utd | 1920 | 83.0,Nadiem Amiri | Mainz 05 | 2324 | 81.7,Téji Savanier | Montpellier | 2021 | 80.7,Dimitri Liénard | Strasbourg | 1920 | 79.7
Nadiem Amiri,1920,Leverkusen,GER-Bundesliga,"MF,FW",22.0,1857,Creative Playmaker,Box-to-Box Engine,30.0,26.2,3.8,96.2,2,3,Adil Aouchiche | Saint-Étienne | 2021 | 85.4,Lorenzo Pellegrini | Roma | 1819 | 80.1,James Maddison | Leicester City | 1920 | 79.5,Hakan Çalhanoğlu | Milan | 2021 | 79.5,Andreas Pereira | Manchester Utd | 1920 | 78.9
Danny Latza,1920,Mainz 05,GER-Bundesliga,MF,29.0,1373,Defensive Anchor,Box-to-Box Engine,37.4,25.4,12.0,88.0,0,3,Maxime Gonalons | Granada | 2122 | 84.3,Valon Behrami | Genoa | 1920 | 83.4,Papakouli Diop | Espanyol | 1718 | 81.3,Álex Fernández | Cádiz | 2324 | 80.7,Mehdi Lacen | Málaga | 1718 | 80.7
Edimilson Fernandes,1920,Mainz 05,GER-Bundesliga,"MF,DF",23.0,1484,Defensive Anchor,Box-to-Box Engine,44.0,22.5,21.5,78.5,0,3,Tom Davies | Everton | 2021 | 94.8,Yvan Neyou | Saint-Étienne | 2122 | 90.7,Cristian Rivera | Huesca | 1819 | 87.4,Okay Yokuşlu | West Brom | 2021 | 86.8,Mikel Vesga | Athletic Club | 1920 | 86.8
Jean-Paul Boëtius,1920,Mainz 05,GER-Bundesliga,MF,25.0,2266,Ball Progressor,Box-to-Box Engine,32.4,25.0,7.4,92.6,1,3,Guilherme | Benevento | 1718 | 76.7,Karol Linetty | Sampdoria | 1718 | 74.5,Jacob Ramsey | Aston Villa | 2223 | 72.9,Patrick Wimmer | Wolfsburg | 2425 | 68.6,Brais Méndez | Celta Vigo | 1819 | 68.1
Leandro Barreiro Martins,1920,Mainz 05,GER-Bundesliga,MF,19.0,938,Defensive Anchor,Box-to-Box Engine,37.5,23.8,13.7,86.3,0,3,Florentino Luís | Getafe | 2122 | 89.0,Yangel Herrera | Huesca | 1819 | 87.1,Njegoš Petrović | Granada | 2122 | 87.1,Jon Moncayola | Osasuna | 1920 | 86.8,Lamine Fomba | Nîmes | 1920 | 86.3
Levin Öztunalı,1920,Mainz 05,GER-Bundesliga,"MF,FW",23.0,1778,Ball Progressor,Creative Playmaker,34.8,25.0,9.8,90.2,1,2,Yann Gboho | Toulouse | 2324 | 86.6,Krépin Diatta | Monaco | 2223 | 81.3,Josh Dasilva | Brentford | 2223 | 80.3,Jamie Leweling | Stuttgart | 2425 | 80.3,Ferrán Torres | Valencia | 1920 | 79.3
Pierre Kunde,1920,Mainz 05,GER-Bundesliga,MF,24.0,1866,Box-to-Box Engine,Defensive Anchor,30.2,28.1,2.1,97.9,3,0,Harry Winks | Tottenham | 1819 | 74.8,Ludovic Blas | Guingamp | 1718 | 73.7,André Gomes | Everton | 1819 | 69.8,Ivan Ilić | Hellas Verona | 2021 | 68.5,Giannelli Imbula | Toulouse | 1718 | 68.3
Abdelhamid Sabiri,1920,Paderborn 07,GER-Bundesliga,MF,22.0,1048,Ball Progressor,Defensive Anchor,29.0,28.3,0.7,99.3,1,0,Tommaso Pobega | Spezia | 2021 | 87.0,Giovanni Fabbian | Bologna | 2324 | 78.7,Ramón Terrats | Getafe | 2425 | 74.7,Davide Frattesi | Inter | 2425 | 72.7,Gonzalo Melero | Levante | 2122 | 70.1
Christopher Antwi-Adjei,1920,Paderborn 07,GER-Bundesliga,"MF,FW",25.0,2470,Ball Progressor,Creative Playmaker,35.5,24.5,11.0,89.0,1,2,Luis Rioja | Alavés | 2122 | 85.0,Demarai Gray | Everton | 2122 | 84.4,Nikola Vlašić | Torino | 2223 | 84.1,Yann Gboho | Toulouse | 2425 | 83.2,Matt Phillips | West Brom | 1718 | 82.2
Gerrit Holtmann,1920,Paderborn 07,GER-Bundesliga,"MF,DF",24.0,1065,Ball Progressor,Creative Playmaker,31.2,23.1,8.1,91.9,1,2,Toni Villa | Valladolid | 1920 | 85.2,Jacob Murphy | Newcastle Utd | 1718 | 81.4,Adri Embarba | Espanyol | 1920 | 80.5,Alessandro Schöpf | Schalke 04 | 1819 | 78.5,Marco D'Alessandro | Benevento | 1718 | 77.7
Kai Pröger,1920,Paderborn 07,GER-Bundesliga,"MF,FW",27.0,2079,Ball Progressor,Creative Playmaker,34.1,24.9,9.2,90.8,1,2,Morgan Sanson | Nice | 2324 | 78.6,Ángel Correa | Atlético Madrid | 1819 | 77.7,Demarai Gray | Everton | 2122 | 74.7,Guilherme | Benevento | 1718 | 74.4,Christopher Antwi-Adjei | Paderborn 07 | 1920 | 73.9
Klaus Gjasula,1920,Paderborn 07,GER-Bundesliga,MF,29.0,2280,Defensive Anchor,Box-to-Box Engine,41.0,24.8,16.2,83.8,0,3,Tomás Pina Isla | Alavés | 1718 | 90.0,Aron Gunnarsson | Cardiff City | 1819 | 88.7,Albin Ekdal | Sampdoria | 2021 | 88.4,Manu García | Alavés | 1718 | 87.4,Rubén Pérez | Leganés | 1819 | 86.7
Sebastian Vasiliadis,1920,Paderborn 07,GER-Bundesliga,MF,21.0,2808,Defensive Anchor,Ball Progressor,41.1,23.2,17.9,82.1,0,1,Conor Gallagher | West Brom | 2021 | 91.0,Declan Rice | West Ham | 1819 | 88.6,Santiago Ascacíbar | Stuttgart | 1819 | 87.9,Mauro Arambarri | Getafe | 1920 | 87.6,Douglas Luiz | Aston Villa | 2021 | 86.4
Christopher Nkunku,1920,RB Leipzig,GER-Bundesliga,"MF,FW",21.0,1925,Creative Playmaker,Ball Progressor,38.6,23.7,14.9,85.1,2,1,Raphinha | Leeds United | 2021 | 91.7,Alex Baena | Villarreal | 2324 | 90.2,Jamal Musiala | Bayern Munich | 2324 | 90.1,Armand Lauriente | Lorient | 2021 | 90.0,Florian Wirtz | Leverkusen | 2122 | 90.0
Diego Demme,1920,RB Leipzig,GER-Bundesliga,MF,27.0,1211,Box-to-Box Engine,Defensive Anchor,36.4,24.9,11.5,88.5,3,0,,Pierre Højbjerg | Tottenham | 2324 | 91.1,,Thiago Alcántara | Liverpool | 2223 | 91.0,
Diego Demme,1920,RB Leipzig,GER-Bundesliga,MF,27.0,902,Box-to-Box Engine,Defensive Anchor,36.4,24.9,11.5,88.5,3,0,,Pierre Højbjerg | Tottenham | 2324 | 91.1,,Thiago Alcántara | Liverpool | 2223 | 91.0,
Emil Forsberg,1920,RB Leipzig,GER-Bundesliga,MF,27.0,1141,Creative Playmaker,Ball Progressor,32.6,27.7,4.9,95.1,2,1,Junior Stanislas | Bournemouth | 1718 | 86.4,Vincenzo Grifo | Freiburg | 1819 | 86.0,Ross Barkley | Nice | 2223 | 85.0,Gastón Ramírez | Sampdoria | 1920 | 84.0,Érik Lamela | Tottenham | 1819 | 82.7
Konrad Laimer,1920,RB Leipzig,GER-Bundesliga,MF,22.0,2115,Box-to-Box Engine,Defensive Anchor,31.2,26.9,4.3,95.7,3,0,Mikel Merino | Newcastle Utd | 1718 | 78.8,Ibrahim Sangaré | Toulouse | 1718 | 77.1,Eduardo Camavinga | Real Madrid | 2324 | 74.9,Alexis Mac Allister | Liverpool | 2324 | 74.3,Allan | Napoli | 1819 | 71.9
Marcel Sabitzer,1920,RB Leipzig,GER-Bundesliga,"MF,FW",25.0,2499,Creative Playmaker,Ball Progressor,34.4,24.4,10.0,90.0,2,1,Sergej Milinković-Savić | Lazio | 1819 | 88.5,Julian Brandt | Leverkusen | 1819 | 87.0,Christian Eriksen | Tottenham | 1718 | 86.4,Bruno Fernandes | Manchester Utd | 2021 | 85.5,Teun Koopmeiners | Atalanta | 2324 | 84.9
Tyler Adams,1920,RB Leipzig,GER-Bundesliga,"MF,DF",20.0,953,Defensive Anchor,Ball Progressor,31.1,26.6,4.5,95.5,0,1,Ngal'Ayel Mukau | Lille | 2425 | 79.5,Khalil Fayad | Montpellier | 2425 | 77.8,Lucas Bergvall | Tottenham | 2425 | 75.8,Ridle Baku | Mainz 05 | 1819 | 74.4,Stefan Bajcetic | Las Palmas | 2425 | 72.9
Alessandro Schöpf,1920,Schalke 04,GER-Bundesliga,MF,25.0,1432,Ball Progressor,Defensive Anchor,29.5,29.3,0.2,99.8,1,0,Ainsley Maitland-Niles | West Brom | 2021 | 75.1,Gaku Shibasaki | Getafe | 1718 | 74.2,Kenedy | Newcastle Utd | 1819 | 73.4,Marcus Coco | Nantes | 2021 | 72.7,Mijat Gaćinović | Eint Frankfurt | 1819 | 67.1
Amine Harit,1920,Schalke 04,GER-Bundesliga,"MF,FW",22.0,2102,Creative Playmaker,Ball Progressor,36.3,26.4,9.9,90.1,2,1,Álex Berenguer | Torino | 1920 | 89.7,Alex Iwobi | Arsenal | 1718 | 89.3,Gonçalo Guedes | Valencia | 2021 | 89.0,José Pozo | Rayo Vallecano | 1819 | 88.4,Angelo Fulgini | Angers | 2021 | 87.5
Daniel Caligiuri,1920,Schalke 04,GER-Bundesliga,"MF,FW",31.0,2293,Ball Progressor,Box-to-Box Engine,28.9,26.2,2.7,97.3,1,3,Vladimír Darida | Hertha BSC | 2021 | 67.2,Marco Parolo | Lazio | 1819 | 63.2,Anthony Gonçalves | Strasbourg | 1718 | 62.9,Jérôme Gondorf | Freiburg | 1819 | 62.8,Raúl García | Athletic Club | 1819 | 62.5
Jonas Hofmann,1920,Schalke 04,GER-Bundesliga,MF,22.0,1633,Defensive Anchor,Ball Progressor,35.2,25.2,10.0,90.0,0,1,James Mcatee | Manchester City | 2324 | 97.6,,Christopher Wooh | Lens | 2223 | 93.7,,
Omar Mascarell,1920,Schalke 04,GER-Bundesliga,MF,26.0,2026,Defensive Anchor,Box-to-Box Engine,34.5,26.9,7.6,92.4,0,3,Marcel Büchel | Hellas Verona | 1718 | 88.2,Azor Matusiwa | Reims | 2122 | 87.3,Josuha Guilavogui | Wolfsburg | 1920 | 86.9,Denis Zakaria | Monaco | 2324 | 86.9,Jonathan Hogg | Huddersfield | 1819 | 86.8
Suat Serdar,1920,Schalke 04,GER-Bundesliga,MF,22.0,1599,Defensive Anchor,Box-to-Box Engine,29.5,26.0,3.5,96.5,0,3,Rodrigo Bentancur | Tottenham | 2223 | 78.5,Jean Onana | Bordeaux | 2122 | 77.1,Emre Can | Juventus | 1819 | 76.8,Ellyes Skhiri | Köln | 2122 | 76.5,Marko Grujić | Hertha BSC | 1819 | 76.3
Weston McKennie,1920,Schalke 04,GER-Bundesliga,"MF,DF",20.0,2074,Defensive Anchor,Box-to-Box Engine,34.8,26.0,8.8,91.2,0,3,Salih Özcan | Köln | 2122 | 85.3,Lucien Agoume | Brest | 2122 | 81.7,Scott McTominay | Manchester Utd | 1920 | 80.5,Nabil Bentaleb | Schalke 04 | 1819 | 79.9,Walace | Hannover 96 | 1819 | 79.9
Christian Gentner,1920,Union Berlin,GER-Bundesliga,MF,33.0,2443,Defensive Anchor,Ball Progressor,34.9,24.9,10.0,90.0,0,1,Milan Badelj | Genoa | 2324 | 86.8,Marco Parolo | Lazio | 1718 | 86.6,Simone Missiroli | Sassuolo | 1718 | 84.9,Anthony Losilla | Bochum | 2122 | 84.3,Nicolas Höfler | Freiburg | 2122 | 83.7
Grischa Prömel,1920,Union Berlin,GER-Bundesliga,MF,24.0,924,Defensive Anchor,Ball Progressor,39.2,25.3,13.9,86.1,0,1,Frank Onyeka | Brentford | 2122 | 89.1,Matty James | Leicester City | 1718 | 87.1,Sebastian Vasiliadis | Arminia | 2122 | 86.6,Alex Král | Union Berlin | 2324 | 86.3,Baissama Sankoh | Caen | 1718 | 85.7
Marcus Ingvartsen,1920,Union Berlin,GER-Bundesliga,"MF,FW",23.0,1716,Ball Progressor,Defensive Anchor,33.5,27.6,5.9,94.1,1,0,Davide Frattesi | Inter | 2425 | 85.9,Armin Gigovic | Holstein Kiel | 2425 | 85.4,Tommaso Pobega | Spezia | 2021 | 84.8,Arne Maier | Augsburg | 2223 | 84.5,Giovanni Fabbian | Bologna | 2425 | 82.8
Marius Bülter,1920,Union Berlin,GER-Bundesliga,"MF,FW",26.0,2321,Ball Progressor,Defensive Anchor,38.2,22.5,15.7,84.3,1,0,Antonio Puertas | Granada | 2122 | 86.8,Masaya Okugawa | Arminia | 2122 | 82.4,Josh Murphy | Cardiff City | 1819 | 79.2,Ayoze Pérez | Newcastle Utd | 1718 | 78.8,Tahith Chong | Luton Town | 2324 | 77.7
Robert Andrich,1920,Union Berlin,GER-Bundesliga,MF,24.0,2572,Defensive Anchor,Box-to-Box Engine,34.3,27.6,6.7,93.3,0,3,Lewis Cook | Bournemouth | 2324 | 86.0,Morten Hjulmand | Lecce | 2223 | 85.5,Davy Pröpper | Brighton | 1718 | 84.3,Abdoulaye Touré | Nantes | 1718 | 84.3,Josh Brownhill | Burnley | 2122 | 81.6
Davy Klaassen,1920,Werder Bremen,GER-Bundesliga,MF,26.0,2936,Ball Progressor,Defensive Anchor,30.3,27.4,2.9,97.1,1,0,Conor Gallagher | Crystal Palace | 2122 | 73.1,Danilo | Nott'ham Forest | 2223 | 73.0,James Ward-Prowse | West Ham | 2324 | 72.7,Marshall Munetsi | Reims | 2223 | 72.0,Renaud Ripart | Nîmes | 2021 | 71.8
Maximilian Eggestein,1920,Werder Bremen,GER-Bundesliga,MF,22.0,2855,Ball Progressor,Box-to-Box Engine,29.1,27.9,1.2,98.8,1,3,Marc Cucurella | Getafe | 1920 | 74.2,Brais Méndez | Celta Vigo | 2122 | 74.1,Aimar Oroz | Osasuna | 2425 | 73.9,Samuele Ricci | Torino | 2324 | 71.0,Mattias Svanberg | Bologna | 2122 | 67.2
Nuri Şahin,1920,Werder Bremen,GER-Bundesliga,MF,30.0,1249,Box-to-Box Engine,Defensive Anchor,29.2,28.1,1.1,98.9,3,0,Gastón Brugman | Parma | 2021 | 70.7,Thomas Mangani | Ajaccio | 2223 | 69.8,Leandro Paredes | Juventus | 2223 | 69.6,Gonzalo Castro | Stuttgart | 1819 | 68.8,Esteban Granero | Espanyol | 1718 | 68.1
Admir Mehmedi,1920,Wolfsburg,GER-Bundesliga,"MF,FW",28.0,1200,Ball Progressor,Creative Playmaker,34.5,25.4,9.1,90.9,1,2,Moi Gómez | Villarreal | 2122 | 87.4,Theo Walcott | Everton | 1920 | 85.3,Maximilian Philipp | Wolfsburg | 2122 | 83.7,Roland Sallai | Freiburg | 2223 | 83.2,Gaël Kakuta | Lens | 2122 | 80.8
Josip Brekalo,1920,Wolfsburg,GER-Bundesliga,"MF,FW",21.0,1670,Creative Playmaker,Ball Progressor,41.9,23.1,18.8,81.2,2,1,Brajan Gruda | Mainz 05 | 2324 | 93.1,Matìas Soulé | Roma | 2425 | 92.3,Rayan Cherki | Lyon | 2223 | 91.2,Raphinha | Leeds United | 2021 | 90.8,Christopher Nkunku | RB Leipzig | 1920 | 89.8
Josuha Guilavogui,1920,Wolfsburg,GER-Bundesliga,"MF,DF",28.0,2062,Defensive Anchor,Box-to-Box Engine,41.5,24.0,17.5,82.5,0,3,Ellyes Skhiri | Eint Frankfurt | 2324 | 91.8,Mikel San José | Athletic Club | 1718 | 91.4,Francis Coquelin | Valencia | 1920 | 90.7,Alberto Grassi | Cagliari | 2122 | 90.5,Baptiste Santamaria | Freiburg | 2021 | 90.3
Maximilian Arnold,1920,Wolfsburg,GER-Bundesliga,MF,25.0,2821,Box-to-Box Engine,Ball Progressor,29.0,26.1,2.9,97.1,3,1,Joan Jordán | Eibar | 1819 | 84.6,Moi Gómez | Huesca | 1819 | 80.7,James Ward-Prowse | Southampton | 2122 | 77.6,Koke | Atlético Madrid | 1920 | 77.6,Clément Grenier | Rennes | 1819 | 77.5
Renato Steffen,1920,Wolfsburg,GER-Bundesliga,"MF,FW",27.0,1585,Ball Progressor,Creative Playmaker,32.1,25.3,6.8,93.2,1,2,Daniel Bessa | Genoa | 1718 | 80.5,Dele Alli | Tottenham | 1920 | 76.4,Steven Zuber | Stuttgart | 1819 | 75.7,Michail Antonio | West Ham | 1819 | 75.2,Lorenzo Pellegrini | Roma | 2324 | 75.1
Victor Sá,1920,Wolfsburg,GER-Bundesliga,"MF,FW",25.0,1629,Ball Progressor,Defensive Anchor,36.5,22.9,13.6,86.4,1,0,Josh Murphy | Cardiff City | 1819 | 83.7,Mama Samba Baldé | Troyes | 2122 | 83.5,Keko | Valladolid | 1819 | 79.0,Oliver Burke | Alavés | 1920 | 77.7,Yannick Gerhardt | Wolfsburg | 2021 | 76.8
Xaver Schlager,1920,Wolfsburg,GER-Bundesliga,MF,21.0,1719,Defensive Anchor,Box-to-Box Engine,32.8,27.1,5.7,94.3,0,3,Ibrahima Diallo | Brest | 1920 | 88.6,Zaydou Youssouf | Saint-Étienne | 1920 | 86.9,Douglas Luiz | Girona | 1819 | 86.3,Manu Morlanes | Mallorca | 2324 | 79.3,Warren Bondo | Milan | 2425 | 79.0
Arne Maier,2021,Arminia,GER-Bundesliga,MF,21.0,1034,Defensive Anchor,Ball Progressor,30.4,29.2,1.2,98.8,0,1,,Joris Chotard | Montpellier | 2021 | 82.2,Aljoscha Kemlein | Union Berlin | 2425 | 81.3,,
Fabian Kunze,2021,Arminia,GER-Bundesliga,MF,22.0,1270,Defensive Anchor,Box-to-Box Engine,41.8,22.2,19.6,80.4,0,3,Aster Vranckx | Wolfsburg | 2324 | 92.4,Beñat Prados | Athletic Club | 2425 | 89.9,Junior Mwanga | Strasbourg | 2425 | 88.6,Patrizio Masini | Genoa | 2425 | 88.6,Yangel Herrera | Huesca | 1819 | 88.4
Manuel Prietl,2021,Arminia,GER-Bundesliga,MF,28.0,2517,Defensive Anchor,Ball Progressor,43.1,22.0,21.1,78.9,0,1,Jens Jønsson | Cádiz | 2021 | 95.6,Omar Mascarell | Elche | 2122 | 92.2,Rani Khedira | Union Berlin | 2223 | 91.6,Cheikhou Kouyaté | Crystal Palace | 1920 | 91.0,Dani García | Athletic Club | 1819 | 90.5
Marcel Hartel,2021,Arminia,GER-Bundesliga,MF,24.0,1681,Defensive Anchor,Ball Progressor,38.3,24.7,13.6,86.4,0,1,Yan Brice Eteki | Granada | 2021 | 84.4,Tom Davies | Everton | 2021 | 83.7,Mamadou Fofana | Metz | 2021 | 83.6,Fede San Emeterio | Valladolid | 2021 | 83.4,Oliver Skipp | Tottenham | 2223 | 83.1
