player,season,team,league,role_subgroup,archetype_id,primary_role,primary_role_label,primary_role_description,primary_role_similarity,role_confidence,role_ambiguity,role_profile_type,secondary_archetype_id,secondary_role,secondary_role_label,secondary_role_similarity,role_fit_bucket,primary_label_status,primary_archetype_match,minutes,pos_,age_,archetype_method,archetype_probability,archetype_similarity,progressive_passes_p90,pass_completion_pct,long_pass_completion_pct,passes_final_third_p90,blocks_p90,clearances_p90,interceptions_p90,tackles_p90,tackles_won_p90,aerials_won_p90,aerials_won_pct,duel_index_role,defending_index_role,errors_p90,recoveries_p90,progressive_carries_p90,progressive_receipts_p90,key_passes_p90,sca_p90,gca_p90,gca_live_p90,passes_penalty_area_p90,touches_att_third_p90,touches_box_p90,takeons_attempted_p90,takeons_success_pct,creation_index_role,progression_index_role,xg_p90,shots_p90,sot_p90,g_per_shot,g_per_sot,shot_distance,carries_box_p90,finishing_index_role,primary_archetype_id_calc,secondary_role_description
Jordan Ayew,1819,Crystal Palace,ENG-Premier League,ATT_CF,1,Mobile Forward,⚡ Mobile Forward,"Forward who combines finishing with carrying, take-ons and attacking movement across zones.",50.2,8.5,91.5,Hybrid,0,Creator Forward,🧩 Creator Forward,41.7,Ambiguous Fit,inferred_v1,True,1181,FW,26.0,PCA+KMeans,18.8,69.0,,,,,,,,,,,,,,,,2.366412213740458,6.870229007633588,1.2213740458015268,2.51,0.38,0.22900763358778625,,,4.2748091603053435,1.984732824427481,42.3,0.8702748091603054,2.8816793893129775,0.22,2.06,0.23,0.04,0.33,14.6,0.6870229007633588,1.3729618320610686,1,"Forward who contributes heavily to chance creation, SCA/GCA and associative attacking play."
Wilfried Zaha,1819,Crystal Palace,ENG-Premier League,ATT_CF,0,Creator Forward,🧩 Creator Forward,"Forward who contributes heavily to chance creation, SCA/GCA and associative attacking play.",48.6,0.6,99.4,Hybrid,0,Creator Forward,🧩 Creator Forward,48.0,Ambiguous Fit,inferred_v1,False,3036,FW,25.0,PCA+KMeans,50.1,72.8,,,,,,,,,,,,,,,,5.4005934718100885,10.534124629080118,1.602373887240356,4.24,0.59,0.2670623145400593,,,6.053412462908011,6.6765578635014835,50.7,1.3444747774480712,5.467359050445103,0.17,2.16,0.8,0.14,0.37,16.7,2.9673590504451037,1.896682492581602,2,"Forward who contributes heavily to chance creation, SCA/GCA and associative attacking play."
Cenk Tosun,1819,Everton,ENG-Premier League,ATT_CF,2,Box Finisher,🎯 Box Finisher,"Forward with strong penalty-area presence, close-range finishing and high xG involvement.",32.0,6.7,93.3,Hybrid,1,Mobile Forward,⚡ Mobile Forward,25.3,Ambiguous Fit,inferred_v1,True,1059,FW,27.0,PCA+KMeans,42.8,58.1,,,,,,,,,,,,,,,,0.9322033898305084,7.627118644067796,1.1016949152542372,2.38,0.25,0.2542372881355932,,,5.59322033898305,0.7627118644067796,22.2,0.8103389830508474,2.7754237288135593,0.43,3.14,1.44,0.08,0.18,14.0,0.6779661016949152,2.17064406779661,2,"Forward who combines finishing with carrying, take-ons and attacking movement across zones."
Dominic Calvert-Lewin,1819,Everton,ENG-Premier League,ATT_CF,2,Box Finisher,🎯 Box Finisher,"Forward with strong penalty-area presence, close-range finishing and high xG involvement.",36.1,5.4,94.6,Hybrid,0,Creator Forward,🧩 Creator Forward,30.6,Ambiguous Fit,inferred_v1,True,1784,FW,21.0,PCA+KMeans,58.7,79.9,,,,,,,,,,,,,,,,1.6161616161616161,6.8686868686868685,0.6060606060606061,1.77,0.25,0.10101010101010101,,,4.141414141414141,1.9696969696969697,53.8,0.5592121212121212,2.8030303030303028,0.28,2.62,0.81,0.12,0.38,14.1,0.5555555555555556,1.630282828282828,2,"Forward who contributes heavily to chance creation, SCA/GCA and associative attacking play."
Aleksandar Mitrović,1819,Fulham,ENG-Premier League,ATT_CF,2,Box Finisher,🎯 Box Finisher,"Forward with strong penalty-area presence, close-range finishing and high xG involvement.",46.9,7.0,93.0,Hybrid,0,Creator Forward,🧩 Creator Forward,40.0,Ambiguous Fit,inferred_v1,True,3280,FW,23.0,PCA+KMeans,53.0,71.7,,,,,,,,,,,,,,,,0.7692307692307693,6.7032967032967035,0.8516483516483517,2.47,0.25,0.10989010989010989,,,4.2032967032967035,1.2362637362637363,53.3,0.7483296703296703,2.60989010989011,0.39,3.57,1.26,0.08,0.22,15.4,0.46703296703296704,1.9446593406593409,2,"Forward who contributes heavily to chance creation, SCA/GCA and associative attacking play."
Ryan Sessegnon,1819,Fulham,ENG-Premier League,ATT_CF,1,Mobile Forward,⚡ Mobile Forward,"Forward who combines finishing with carrying, take-ons and attacking movement across zones.",38.0,6.6,93.4,Hybrid,0,Creator Forward,🧩 Creator Forward,31.4,Ambiguous Fit,inferred_v1,False,2300,"FW,DF",18.0,PCA+KMeans,57.6,79.5,,,,,,,,,,,,,,,,2.2265625,7.5390625,1.2890625,2.86,0.31,0.234375,,,3.1640625,2.65625,47.1,0.9678125,3.30078125,0.16,1.1,0.43,0.07,0.18,14.9,0.703125,0.9868124999999999,2,"Forward who contributes heavily to chance creation, SCA/GCA and associative attacking play."
Laurent Depoitre,1819,Huddersfield,ENG-Premier League,ATT_CF,2,Box Finisher,🎯 Box Finisher,"Forward with strong penalty-area presence, close-range finishing and high xG involvement.",31.4,5.0,95.0,Hybrid,0,Creator Forward,🧩 Creator Forward,26.3,Ambiguous Fit,inferred_v1,False,1068,FW,29.0,PCA+KMeans,13.4,46.6,,,,,,,,,,,,,,,,0.8403361344537815,6.050420168067227,0.7563025210084033,1.77,0.08,0.08403361344537814,,,5.546218487394958,1.2605042016806722,33.3,0.5492605042016807,2.4369747899159666,0.21,2.53,0.51,0.0,0.0,12.9,0.42016806722689076,1.7592436974789916,1,"Forward who contributes heavily to chance creation, SCA/GCA and associative attacking play."
Steve Mounié,1819,Huddersfield,ENG-Premier League,ATT_CF,2,Box Finisher,🎯 Box Finisher,"Forward with strong penalty-area presence, close-range finishing and high xG involvement.",45.6,2.8,97.2,Hybrid,1,Mobile Forward,⚡ Mobile Forward,42.8,Ambiguous Fit,inferred_v1,False,1778,FW,23.0,PCA+KMeans,34.7,57.3,,,,,,,,,,,,,,,,1.1111111111111112,4.747474747474747,0.9090909090909091,1.67,0.2,0.15151515151515152,,,5.757575757575758,1.0101010101010102,65.0,0.6038181818181818,2.297979797979798,0.3,3.09,1.16,0.03,0.09,14.8,0.45454545454545453,2.081515151515151,0,"Forward who combines finishing with carrying, take-ons and attacking movement across zones."
Jamie Vardy,1819,Leicester City,ENG-Premier League,ATT_CF,2,Box Finisher,🎯 Box Finisher,"Forward with strong penalty-area presence, close-range finishing and high xG involvement.",20.7,4.9,95.1,Hybrid,0,Creator Forward,🧩 Creator Forward,15.8,Ambiguous Fit,inferred_v1,True,2726,FW,31.0,PCA+KMeans,71.2,80.3,,,,,,,,,,,,,,,,1.4851485148514851,6.138613861386139,1.056105610561056,1.95,0.3,0.132013201320132,,,4.785478547854785,1.056105610561056,37.5,0.7212211221122111,2.367986798679868,0.6,2.44,1.09,0.19,0.42,13.3,0.858085808580858,1.901095709570957,2,"Forward who contributes heavily to chance creation, SCA/GCA and associative attacking play."
Ricardo Pereira,1819,Leicester City,ENG-Premier League,ATT_CF,1,Mobile Forward,⚡ Mobile Forward,"Forward who combines finishing with carrying, take-ons and attacking movement across zones.",27.6,2.0,98.0,Hybrid,0,Creator Forward,🧩 Creator Forward,25.6,Ambiguous Fit,inferred_v1,False,3123,"DF,FW",24.0,PCA+KMeans,60.2,72.5,,,,,,,,,,,,,,,,3.2853025936599423,4.322766570605187,0.9510086455331411,2.48,0.4,0.2881844380403458,,,1.930835734870317,3.1700288184438037,61.8,0.8302017291066284,3.890489913544668,0.04,0.72,0.26,0.08,0.22,20.2,0.9221902017291066,0.6021671469740634,2,"Forward who contributes heavily to chance creation, SCA/GCA and associative attacking play."
Mohamed Salah,1819,Liverpool,ENG-Premier League,ATT_CF,0,Creator Forward,🧩 Creator Forward,"Forward who contributes heavily to chance creation, SCA/GCA and associative attacking play.",29.2,2.3,97.7,Hybrid,0,Creator Forward,🧩 Creator Forward,26.9,Ambiguous Fit,inferred_v1,False,3250,FW,26.0,PCA+KMeans,62.7,79.0,,,,,,,,,,,,,,,,3.628808864265928,11.88365650969529,1.8836565096952909,4.43,0.58,0.22160664819944598,,,7.534626038781163,4.1828254847645425,53.0,1.4747313019390582,5.138504155124654,0.56,3.71,1.66,0.14,0.32,16.9,2.6592797783933517,2.814925207756233,2,"Forward who contributes heavily to chance creation, SCA/GCA and associative attacking play."
Sadio Mané,1819,Liverpool,ENG-Premier League,ATT_CF,0,Creator Forward,🧩 Creator Forward,"Forward who contributes heavily to chance creation, SCA/GCA and associative attacking play.",68.0,0.5,99.5,Hybrid,1,Mobile Forward,⚡ Mobile Forward,67.5,Hybrid Fit,inferred_v1,True,3077,FW,26.0,PCA+KMeans,27.7,76.7,,,,,,,,,,,,,,,,3.5380116959064325,8.333333333333332,1.3157894736842104,3.48,0.47,0.2631578947368421,,,5.555555555555555,2.9532163742690054,50.5,1.085157894736842,4.488304093567251,0.44,2.54,1.23,0.25,0.52,13.0,1.4035087719298245,2.081111111111111,0,"Forward who combines finishing with carrying, take-ons and attacking movement across zones."
Gabriel Jesus,1819,Manchester City,ENG-Premier League,ATT_CF,0,Creator Forward,🧩 Creator Forward,"Forward who contributes heavily to chance creation, SCA/GCA and associative attacking play.",56.0,7.4,92.6,Hybrid,2,Box Finisher,🎯 Box Finisher,48.6,Ambiguous Fit,inferred_v1,True,1036,FW,21.0,PCA+KMeans,41.1,67.2,,,,,,,,,,,,,,,,3.0434782608695654,11.130434782608695,1.826086956521739,4.17,0.52,0.43478260869565216,,,8.26086956521739,3.3043478260869565,57.9,1.3952173913043477,4.326086956521739,0.97,3.65,1.91,0.14,0.27,11.6,1.4782608695652173,3.0801739130434784,0,"Forward with strong penalty-area presence, close-range finishing and high xG involvement."
Leroy Sané,1819,Manchester City,ENG-Premier League,ATT_CF,0,Creator Forward,🧩 Creator Forward,"Forward who contributes heavily to chance creation, SCA/GCA and associative attacking play.",38.0,1.6,98.4,Hybrid,2,Box Finisher,🎯 Box Finisher,36.4,Ambiguous Fit,inferred_v1,True,1867,FW,22.0,PCA+KMeans,53.5,67.9,,,,,,,,,,,,,,,,4.057971014492754,16.47342995169082,1.9323671497584543,4.2,0.72,0.6280193236714976,,,8.502415458937199,4.9275362318840585,53.9,1.538473429951691,6.1231884057971016,0.32,2.7,1.16,0.18,0.42,16.9,2.1739130434782608,2.6324830917874396,0,"Forward with strong penalty-area presence, close-range finishing and high xG involvement."
Raheem Sterling,1819,Manchester City,ENG-Premier League,ATT_CF,0,Creator Forward,🧩 Creator Forward,"Forward who contributes heavily to chance creation, SCA/GCA and associative attacking play.",43.7,1.8,98.2,Hybrid,2,Box Finisher,🎯 Box Finisher,41.9,Ambiguous Fit,inferred_v1,True,2771,FW,23.0,PCA+KMeans,50.8,63.9,,,,,,,,,,,,,,,,5.032467532467533,14.155844155844155,2.142857142857143,4.71,0.88,0.6168831168831169,,,8.571428571428571,4.935064935064935,53.9,1.6665714285714288,5.722402597402597,0.44,2.5,1.23,0.22,0.45,13.9,2.857142857142857,2.6582857142857144,0,"Forward with strong penalty-area presence, close-range finishing and high xG involvement."
Sergio Agüero,1819,Manchester City,ENG-Premier League,ATT_CF,0,Creator Forward,🧩 Creator Forward,"Forward who contributes heavily to chance creation, SCA/GCA and associative attacking play.",53.7,8.3,91.7,Hybrid,2,Box Finisher,🎯 Box Finisher,45.4,Ambiguous Fit,inferred_v1,True,2459,FW,30.0,PCA+KMeans,39.2,72.0,,,,,,,,,,,,,,,,2.967032967032967,9.267399267399266,1.2454212454212454,3.33,0.7,0.5128205128205128,,,7.326007326007326,2.673992673992674,61.6,1.149084249084249,4.1208791208791204,0.66,4.25,1.5,0.16,0.46,15.0,1.282051282051282,2.901201465201465,0,"Forward with strong penalty-area presence, close-range finishing and high xG involvement."
Anthony Martial,1819,Manchester Utd,ENG-Premier League,ATT_CF,0,Creator Forward,🧩 Creator Forward,"Forward who contributes heavily to chance creation, SCA/GCA and associative attacking play.",38.0,2.9,97.1,Hybrid,0,Creator Forward,🧩 Creator Forward,35.1,Ambiguous Fit,inferred_v1,False,1621,FW,22.0,PCA+KMeans,56.7,74.5,,,,,,,,,,,,,,,,6.055555555555555,11.38888888888889,2.0,3.83,0.67,0.3333333333333333,,,6.833333333333333,3.611111111111111,49.2,1.3539999999999999,5.75,0.34,2.11,1.22,0.24,0.41,16.1,2.9444444444444446,2.2126666666666663,2,"Forward who contributes heavily to chance creation, SCA/GCA and associative attacking play."
Diogo Dalot,1819,Manchester Utd,ENG-Premier League,ATT_CF,1,Mobile Forward,⚡ Mobile Forward,"Forward who combines finishing with carrying, take-ons and attacking movement across zones.",29.0,2.3,97.7,Hybrid,2,Box Finisher,🎯 Box Finisher,26.6,Ambiguous Fit,inferred_v1,False,1013,"DF,FW",19.0,PCA+KMeans,49.6,58.5,,,,,,,,,,,,,,,,3.716814159292035,7.256637168141593,1.5044247787610618,2.67,0.18,0.17699115044247787,,,1.7699115044247786,1.415929203539823,68.8,0.9468849557522123,3.915929203539823,0.06,1.33,0.0,0.0,,24.3,1.1504424778761062,0.6319823008849557,0,"Forward with strong penalty-area presence, close-range finishing and high xG involvement."
Marcus Rashford,1819,Manchester Utd,ENG-Premier League,ATT_CF,0,Creator Forward,🧩 Creator Forward,"Forward who contributes heavily to chance creation, SCA/GCA and associative attacking play.",48.1,5.0,95.0,Hybrid,0,Creator Forward,🧩 Creator Forward,43.1,Ambiguous Fit,inferred_v1,False,2334,FW,20.0,PCA+KMeans,51.5,83.9,,,,,,,,,,,,,,,,2.857142857142857,8.687258687258687,1.4671814671814674,3.12,0.5,0.3088803088803089,,,5.366795366795367,3.3590733590733595,48.3,1.1014362934362936,3.812741312741313,0.41,3.24,1.5,0.12,0.26,19.2,1.5444015444015444,2.1813590733590735,2,"Forward who contributes heavily to chance creation, SCA/GCA and associative attacking play."
Romelu Lukaku,1819,Manchester Utd,ENG-Premier League,ATT_CF,2,Box Finisher,🎯 Box Finisher,"Forward with strong penalty-area presence, close-range finishing and high xG involvement.",52.8,7.6,92.4,Hybrid,0,Creator Forward,🧩 Creator Forward,45.2,Ambiguous Fit,inferred_v1,True,2136,FW,25.0,PCA+KMeans,50.3,68.0,,,,,,,,,,,,,,,,1.8565400843881856,8.438818565400844,0.8860759493670887,2.36,0.29,0.25316455696202533,,,4.894514767932489,1.6877637130801688,52.5,0.7252151898734177,3.470464135021097,0.44,2.32,1.35,0.22,0.38,11.3,0.9282700421940928,1.9029029535864979,2,"Forward who contributes heavily to chance creation, SCA/GCA and associative attacking play."
Salomón Rondón,1819,Newcastle Utd,ENG-Premier League,ATT_CF,2,Box Finisher,🎯 Box Finisher,"Forward with strong penalty-area presence, close-range finishing and high xG involvement.",28.9,6.9,93.1,Hybrid,0,Creator Forward,🧩 Creator Forward,22.0,Ambiguous Fit,inferred_v1,True,2603,FW,28.0,PCA+KMeans,64.5,80.7,,,,,,,,,,,,,,,,1.3148788927335642,5.328719723183391,1.1072664359861593,2.52,0.38,0.24221453287197234,,,4.567474048442906,1.591695501730104,39.1,0.8694532871972319,2.404844290657439,0.36,3.08,0.93,0.12,0.41,15.8,0.5536332179930796,1.8634948096885815,2,"Forward who contributes heavily to chance creation, SCA/GCA and associative attacking play."
Charlie Austin,1819,Southampton,ENG-Premier League,ATT_CF,2,Box Finisher,🎯 Box Finisher,"Forward with strong penalty-area presence, close-range finishing and high xG involvement.",23.5,1.5,98.5,Hybrid,1,Mobile Forward,⚡ Mobile Forward,22.0,Ambiguous Fit,inferred_v1,True,983,FW,29.0,PCA+KMeans,30.1,55.0,,,,,,,,,,,,,,,,0.5504587155963303,4.036697247706422,0.8256880733944953,2.11,0.18,0.09174311926605504,,,4.311926605504587,0.5504587155963303,16.7,0.6751376146788991,1.353211009174312,0.33,2.84,0.64,0.06,0.29,16.0,0.18348623853211007,1.6603853211009174,2,"Forward who combines finishing with carrying, take-ons and attacking movement across zones."
Danny Ings,1819,Southampton,ENG-Premier League,ATT_CF,2,Box Finisher,🎯 Box Finisher,"Forward with strong penalty-area presence, close-range finishing and high xG involvement.",73.8,6.1,93.9,Hybrid,1,Mobile Forward,⚡ Mobile Forward,67.7,Good Fit,inferred_v1,False,1651,FW,26.0,PCA+KMeans,35.4,63.6,,,,,,,,,,,,,,,,1.1475409836065573,6.830601092896175,1.530054644808743,3.33,0.38,0.1092896174863388,,,4.53551912568306,2.021857923497268,54.1,1.1140109289617486,3.169398907103825,0.51,2.89,1.04,0.08,0.21,15.4,0.4918032786885246,1.8711038251366119,0,"Forward who combines finishing with carrying, take-ons and attacking movement across zones."
Harry Kane,1819,Tottenham,ENG-Premier League,ATT_CF,0,Creator Forward,🧩 Creator Forward,"Forward who contributes heavily to chance creation, SCA/GCA and associative attacking play.",55.7,7.4,92.6,Hybrid,0,Creator Forward,🧩 Creator Forward,48.3,Ambiguous Fit,inferred_v1,False,2424,FW,25.0,PCA+KMeans,19.8,76.7,,,,,,,,,,,,,,,,2.193308550185874,7.21189591078067,1.1152416356877324,3.19,0.52,0.3345724907063197,,,5.278810408921934,3.0483271375464684,48.8,1.0250483271375466,3.6338289962825283,0.54,3.64,1.56,0.13,0.31,17.0,1.1895910780669146,2.329762081784387,1,"Forward who contributes heavily to chance creation, SCA/GCA and associative attacking play."
Andre Gray,1819,Watford,ENG-Premier League,ATT_CF,2,Box Finisher,🎯 Box Finisher,"Forward with strong penalty-area presence, close-range finishing and high xG involvement.",20.9,5.0,95.0,Hybrid,0,Creator Forward,🧩 Creator Forward,15.9,Ambiguous Fit,inferred_v1,True,1366,FW,27.0,PCA+KMeans,70.5,82.0,,,,,,,,,,,,,,,,1.381578947368421,6.315789473684211,0.9210526315789475,2.24,0.33,0.19736842105263158,,,5.460526315789474,1.5131578947368423,34.8,0.7502105263157895,2.3684210526315788,0.33,2.31,1.05,0.2,0.44,14.8,0.8552631578947368,1.922105263157895,2,"Forward who contributes heavily to chance creation, SCA/GCA and associative attacking play."
Troy Deeney,1819,Watford,ENG-Premier League,ATT_CF,2,Box Finisher,🎯 Box Finisher,"Forward with strong penalty-area presence, close-range finishing and high xG involvement.",43.5,11.1,88.9,Hybrid,1,Mobile Forward,⚡ Mobile Forward,32.4,Ambiguous Fit,inferred_v1,True,2545,FW,30.0,PCA+KMeans,45.3,70.6,,,,,,,,,,,,,,,,0.8127208480565371,5.689045936395759,1.519434628975265,2.69,0.25,0.21201413427561838,,,4.69964664310954,0.7067137809187279,30.0,0.9598869257950529,2.8886925795053005,0.34,2.23,1.03,0.13,0.28,14.8,0.42402826855123676,1.723929328621908,2,"Forward who combines finishing with carrying, take-ons and attacking movement across zones."
Javier Hernández,1819,West Ham,ENG-Premier League,ATT_CF,2,Box Finisher,🎯 Box Finisher,"Forward with strong penalty-area presence, close-range finishing and high xG involvement.",40.8,6.3,93.7,Hybrid,0,Creator Forward,🧩 Creator Forward,34.5,Ambiguous Fit,inferred_v1,True,1334,FW,30.0,PCA+KMeans,54.6,68.1,,,,,,,,,,,,,,,,0.6756756756756757,5.608108108108108,0.33783783783783783,1.28,0.2,0.06756756756756756,,,3.513513513513513,1.554054054054054,56.5,0.39756756756756756,2.3817567567567566,0.45,2.5,1.15,0.19,0.41,12.8,0.2027027027027027,1.6167027027027026,2,"Forward who contributes heavily to chance creation, SCA/GCA and associative attacking play."
Marko Arnautović,1819,West Ham,ENG-Premier League,ATT_CF,0,Creator Forward,🧩 Creator Forward,"Forward who contributes heavily to chance creation, SCA/GCA and associative attacking play.",30.5,3.6,96.4,Hybrid,0,Creator Forward,🧩 Creator Forward,26.9,Ambiguous Fit,inferred_v1,False,1990,FW,29.0,PCA+KMeans,7.7,77.0,,,,,,,,,,,,,,,,1.7194570135746605,8.823529411764705,1.6289592760180995,2.99,0.36,0.3167420814479638,,,5.701357466063348,1.6289592760180995,55.6,1.07179185520362,3.4162895927601804,0.4,2.76,1.4,0.15,0.29,17.5,1.085972850678733,2.1422714932126694,1,"Forward who contributes heavily to chance creation, SCA/GCA and associative attacking play."
Raúl Jiménez,1819,Wolves,ENG-Premier League,ATT_CF,2,Box Finisher,🎯 Box Finisher,"Forward with strong penalty-area presence, close-range finishing and high xG involvement.",54.8,10.2,89.8,Hybrid,0,Creator Forward,🧩 Creator Forward,44.6,Ambiguous Fit,inferred_v1,True,3111,FW,27.0,PCA+KMeans,51.3,75.2,,,,,,,,,,,,,,,,2.1965317919075145,6.820809248554913,1.2138728323699421,2.57,0.32,0.26011560693641617,,,4.942196531791907,1.9942196531791907,49.3,0.8967745664739883,3.19364161849711,0.44,3.15,0.9,0.1,0.35,14.6,1.0115606936416184,1.9624393063583816,2,"Forward who contributes heavily to chance creation, SCA/GCA and associative attacking play."
Alexandre Lacazette,1920,Arsenal,ENG-Premier League,ATT_CF,2,Box Finisher,🎯 Box Finisher,"Forward with strong penalty-area presence, close-range finishing and high xG involvement.",60.5,11.0,89.0,Hybrid,0,Creator Forward,🧩 Creator Forward,49.5,Hybrid Fit,inferred_v1,True,1874,FW,28.0,PCA+KMeans,48.1,68.9,,,,,,,,,,,,,,,,1.0096153846153846,6.586538461538462,1.1538461538461537,3.27,0.58,0.1923076923076923,,,4.855769230769231,2.2596153846153846,51.1,1.0667692307692307,2.7884615384615383,0.39,2.5,1.25,0.19,0.38,12.6,0.24038461538461536,1.8951538461538462,2,"Forward who contributes heavily to chance creation, SCA/GCA and associative attacking play."
Bukayo Saka,1920,Arsenal,ENG-Premier League,ATT_CF,1,Mobile Forward,⚡ Mobile Forward,"Forward who combines finishing with carrying, take-ons and attacking movement across zones.",28.9,2.2,97.8,Hybrid,0,Creator Forward,🧩 Creator Forward,26.7,Ambiguous Fit,inferred_v1,False,1753,"DF,FW",17.0,PCA+KMeans,60.0,74.6,,,,,,,,,,,,,,,,3.4358974358974357,7.333333333333333,1.0769230769230769,2.46,0.36,0.3076923076923077,,,3.0256410256410255,2.8205128205128207,58.2,0.8653846153846153,4.0256410256410255,0.05,0.67,0.21,0.08,0.25,17.9,1.2307692307692308,0.8011282051282052,2,"Forward who contributes heavily to chance creation, SCA/GCA and associative attacking play."
Nicolas Pépé,1920,Arsenal,ENG-Premier League,ATT_CF,0,Creator Forward,🧩 Creator Forward,"Forward who contributes heavily to chance creation, SCA/GCA and associative attacking play.",54.8,5.3,94.7,Hybrid,0,Creator Forward,🧩 Creator Forward,49.6,Ambiguous Fit,inferred_v1,False,2010,FW,24.0,PCA+KMeans,21.3,73.7,,,,,,,,,,,,,,,,4.394618834080718,8.565022421524663,1.748878923766816,3.22,0.4,0.3139013452914798,,,3.8565022421524664,5.9641255605381165,54.1,1.1697757847533634,4.304932735426009,0.22,2.19,0.76,0.08,0.24,20.0,1.748878923766816,1.4493004484304932,1,"Forward who contributes heavily to chance creation, SCA/GCA and associative attacking play."
Pierre-Emerick Aubameyang,1920,Arsenal,ENG-Premier League,ATT_CF,2,Box Finisher,🎯 Box Finisher,"Forward with strong penalty-area presence, close-range finishing and high xG involvement.",59.7,12.8,87.2,Balanced,0,Creator Forward,🧩 Creator Forward,46.9,Ambiguous Fit,inferred_v1,True,3136,FW,30.0,PCA+KMeans,48.7,66.7,,,,,,,,,,,,,,,,2.8160919540229887,8.275862068965518,0.7471264367816093,1.98,0.34,0.2298850574712644,,,4.310344827586207,1.0919540229885059,44.7,0.6494252873563218,3.53448275862069,0.42,2.61,1.15,0.22,0.5,15.5,1.0919540229885059,1.8240689655172417,2,"Forward who contributes heavily to chance creation, SCA/GCA and associative attacking play."
Mbwana Samatta,1920,Aston Villa,ENG-Premier League,ATT_CF,2,Box Finisher,🎯 Box Finisher,"Forward with strong penalty-area presence, close-range finishing and high xG involvement.",29.0,3.6,96.4,Hybrid,0,Creator Forward,🧩 Creator Forward,25.3,Ambiguous Fit,inferred_v1,False,943,FW,26.0,PCA+KMeans,9.1,47.9,,,,,,,,,,,,,,,,0.5714285714285714,4.666666666666667,0.9523809523809523,1.62,0.0,0.0,,,3.142857142857143,1.4285714285714286,60.0,0.5264761904761904,1.7619047619047619,0.22,1.62,0.29,0.06,0.33,10.8,0.09523809523809523,1.0745714285714285,1,"Forward who contributes heavily to chance creation, SCA/GCA and associative attacking play."
Wesley Moraes,1920,Aston Villa,ENG-Premier League,ATT_CF,2,Box Finisher,🎯 Box Finisher,"Forward with strong penalty-area presence, close-range finishing and high xG involvement.",55.7,12.4,87.6,Balanced,0,Creator Forward,🧩 Creator Forward,43.2,Ambiguous Fit,inferred_v1,True,1782,FW,22.0,PCA+KMeans,49.8,71.5,,,,,,,,,,,,,,,,0.6565656565656566,4.494949494949495,0.5555555555555556,1.62,0.15,0.15151515151515152,,,3.9898989898989896,1.2121212121212122,50.0,0.4851111111111111,1.7676767676767677,0.32,1.72,0.86,0.15,0.29,12.6,0.30303030303030304,1.427979797979798,2,"Forward who contributes heavily to chance creation, SCA/GCA and associative attacking play."
Callum Wilson,1920,Bournemouth,ENG-Premier League,ATT_CF,2,Box Finisher,🎯 Box Finisher,"Forward with strong penalty-area presence, close-range finishing and high xG involvement.",44.4,7.8,92.2,Hybrid,0,Creator Forward,🧩 Creator Forward,36.6,Ambiguous Fit,inferred_v1,True,2908,FW,27.0,PCA+KMeans,54.7,77.7,,,,,,,,,,,,,,,,1.3931888544891642,6.099071207430341,0.86687306501548,1.86,0.28,0.09287925696594428,,,4.427244582043344,1.3931888544891642,53.3,0.6253746130030959,2.492260061919505,0.31,1.7,0.65,0.15,0.38,12.4,0.7120743034055729,1.4674489164086686,2,"Forward who contributes heavily to chance creation, SCA/GCA and associative attacking play."
Dominic Solanke,1920,Bournemouth,ENG-Premier League,ATT_CF,2,Box Finisher,🎯 Box Finisher,"Forward with strong penalty-area presence, close-range finishing and high xG involvement.",27.3,4.6,95.4,Hybrid,0,Creator Forward,🧩 Creator Forward,22.7,Ambiguous Fit,inferred_v1,False,1651,FW,21.0,PCA+KMeans,5.2,66.6,,,,,,,,,,,,,,,,1.9125683060109289,5.956284153005464,0.819672131147541,2.34,0.27,0.1092896174863388,,,4.098360655737705,3.3879781420765025,41.9,0.7099344262295082,2.800546448087432,0.25,1.74,0.44,0.09,0.38,14.8,0.819672131147541,1.3376721311475408,1,"Forward who contributes heavily to chance creation, SCA/GCA and associative attacking play."
Aaron Connolly,1920,Brighton,ENG-Premier League,ATT_CF,2,Box Finisher,🎯 Box Finisher,"Forward with strong penalty-area presence, close-range finishing and high xG involvement.",43.4,6.5,93.5,Hybrid,1,Mobile Forward,⚡ Mobile Forward,36.8,Ambiguous Fit,inferred_v1,True,1258,FW,19.0,PCA+KMeans,38.9,69.3,,,,,,,,,,,,,,,,1.5,6.142857142857143,0.42857142857142855,1.93,0.36,0.07142857142857142,,,3.9285714285714284,1.4285714285714286,30.0,0.5657142857142856,2.25,0.28,2.72,0.93,0.08,0.23,16.2,0.8571428571428571,1.6137142857142854,2,"Forward who combines finishing with carrying, take-ons and attacking movement across zones."
Neal Maupay,1920,Brighton,ENG-Premier League,ATT_CF,2,Box Finisher,🎯 Box Finisher,"Forward with strong penalty-area presence, close-range finishing and high xG involvement.",52.6,11.6,88.4,Hybrid,0,Creator Forward,🧩 Creator Forward,41.0,Ambiguous Fit,inferred_v1,True,2766,FW,22.0,PCA+KMeans,45.4,67.6,,,,,,,,,,,,,,,,2.0521172638436482,8.306188925081434,0.8143322475570033,2.38,0.23,0.19543973941368079,,,5.309446254071661,2.214983713355049,35.3,0.7188664495114007,3.412052117263844,0.44,3.06,1.17,0.1,0.25,15.5,1.1074918566775245,2.0618892508143323,2,"Forward who contributes heavily to chance creation, SCA/GCA and associative attacking play."
